,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,,Updated February  20,Updated February  20,Average Seed,Average Seed,,ESPN,CBS,131,5Star,AHB,AMA,Board,BoB,Brodd,BU,BV,Calm,CD,Dom,FOX,Hall,Hark,HM,INCC,Jeff,JNG,Katz,Liker,Lobo,Logo,MM24,Mon,MtM,Prop,PS,RFS,RM,SBN,SI,Skar,T3,U-State,USAT,Venom,VO,WA,WAG,Zac,,4and24,AA,ACC,B12,Bauer,BBP,BKS,BR-KM,brac,Brad,Clutch,Cox,CPI,CS,CST,F&B,GDB,Guru,Heart,HHD,Hind,Ivar,Jake,jMorr,JSch,JW,KHB,Kyle,Made,MB,Mill,MSB,NP,Oak,Pi,Proj,Roto,RWX,SDMN,SN,Stad,TRR,TSB,TSN,TSR,WR,Benz,CSM,D2S,HHD-JT,JH,JSB,Selje,MJ,17th,AnB,Ath,Busky,Delphi,HBC,Meyer,PW,S64,Sluder,Updates,
1,,,,# of Brackets,# of Brackets,,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2//20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/18,2/18,2/18,2/18,2/18,2/18,2/18,2/17,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,
102,,Central Connecticut State,Northeast,16.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,16,,,,,,,,,,,,,,,,Central Connecticut State,,,,,,,,,,,,16,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,16,,,,,,16,,,,,,,,Central Connecticut State
103,,Grambling,SWAC,16.00,7,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,16,,,16,,16,,16,,16,,,,,,Grambling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,Grambling
104,,Stetson,Atlantic Sun,16.00,5,,,,,,,,,,,,,16,,,,,,,,,16,,,,,,,,,,,,,,,,,,,16,,,,Stetson,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,Stetson
105,,North Carolina Central,Mid-Eastern,16.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,North Carolina Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,16,,16,North Carolina Central
106,,Alabama State,SWAC,16.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,Alabama State,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama State
107,,Fairfield,Metro Atlantic,16.00,2,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,Fairfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,Fairfield
108,,Arkansas-Little Rock,Ohio Valley,16.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkansas-Little Rock,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkansas-Little Rock
109,,Delaware State,Mid-Eastern,16.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delaware State,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delaware State
110,,Iona,Metro Atlantic,16.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,Iona
111,,Kennesaw State,Atlantic Sun,16.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennesaw State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennesaw State
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"Blue = Best Seed, Red = Worst Seed","Blue = Best Seed, Red = Worst Seed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech","Ineligible Schools: Bellarmine, Le Moyne,  Lindenwood, Queens, St. Thomas, Southern Indiana, Stonehill, TAMU-Commerce,  Tarleton State, UC San Diego, Utah Tech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com","Questions, comments, or mistakes should be mailed to  bracketproject@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
